cell_id	cluster	gene_01	gene_02	gene_03	gene_04	gene_05	gene_06	gene_07	gene_08	gene_09	gene_10	gene_11	gene_12	gene_13	gene_14	gene_15	gene_16	gene_17	gene_18	gene_19	gene_20	gene_21	gene_22	gene_23	gene_24	gene_25	gene_26	gene_27	gene_28	gene_29	gene_30	gene_31	gene_32	gene_33	gene_34	gene_35	gene_36	gene_37	gene_38	gene_39	gene_40	gene_41	gene_42	gene_43	gene_44	gene_45	gene_46	gene_47	gene_48	gene_49	gene_50	gene_51	gene_52	gene_53	gene_54	gene_55	gene_56	gene_57	gene_58	gene_59	gene_60
cell_0471	cluster_3	2.406	0.0	4.579	14.352	11.464	65.402	5.18	7.116	0.596	1.251	9.716	1.643	1.886	0.0	1.514	7.95	1.494	1.242	0.0	7.659	2.896	1.711	1.691	3.703	1.956	1.551	2.368	1.546	2.591	1.354	5.276	4.484	3.622	0.95	0.0	4.93	1.229	0.0	0.0	14.614	11.326	3.327	10.642	6.576	5.041	2.608	6.439	5.594	2.091	4.756	7.46	5.951	6.446	3.363	0.607	2.437	2.255	2.446	3.981	3.423
cell_0142	cluster_1	9.359	11.675	0.908	0.472	0.0	2.593	2.062	0.476	1.015	0.0	0.73	1.717	2.084	0.688	1.565	4.468	1.857	1.289	0.611	2.893	0.0	0.808	0.908	2.145	0.704	5.303	5.976	0.0	1.209	6.455	0.0	2.25	1.47	0.993	0.868	0.859	1.234	0.0	0.956	1.569	4.112	3.573	4.156	5.532	3.011	0.938	1.127	0.466	1.509	0.904	1.327	2.349	0.0	3.884	0.63	1.915	1.996	0.978	0.18	0.0
cell_0578	cluster_3	1.998	5.057	5.355	2.628	45.396	28.667	3.354	25.746	1.013	5.354	4.711	3.822	7.202	4.593	0.0	9.759	3.703	8.122	3.45	6.694	4.738	3.423	2.2	12.437	7.194	1.651	2.087	0.0	0.757	7.144	1.298	0.0	3.914	2.256	0.0	8.547	2.695	3.699	1.184	8.115	1.599	3.241	1.264	0.0	1.794	0.895	7.589	3.151	6.188	0.771	0.0	6.909	0.0	3.618	4.681	3.166	4.132	3.102	3.005	1.921
cell_0446	cluster_3	0.0	0.0	6.588	1.841	10.019	10.055	8.526	3.321	6.553	5.906	7.26	0.305	7.291	3.948	0.83	4.746	7.834	2.1	3.092	15.544	1.234	1.241	7.041	0.0	2.784	9.647	4.143	3.299	2.109	0.0	1.752	1.138	1.383	6.67	3.242	3.608	1.417	1.901	0.511	3.577	2.407	4.424	4.789	3.756	2.111	12.743	0.0	1.364	1.329	8.976	7.917	1.157	0.437	2.742	4.052	7.884	0.0	0.0	7.09	1.746
cell_0504	cluster_3	3.739	2.315	0.909	0.0	30.89	24.733	0.0	3.2	1.51	3.631	3.228	0.0	4.662	2.248	3.77	2.458	2.673	2.088	1.668	0.259	3.177	1.208	3.759	0.0	6.221	2.146	1.104	3.939	14.178	2.735	3.283	2.581	2.146	0.0	1.02	1.564	8.013	2.514	2.409	0.0	1.699	2.216	1.365	2.1	3.251	0.853	0.924	2.379	2.751	3.634	0.0	2.213	3.552	5.521	3.234	2.215	2.969	1.657	2.76	2.586
cell_0247	cluster_2	7.397	2.707	37.169	13.304	2.348	3.39	0.0	12.495	2.994	4.077	5.013	2.968	3.776	9.159	2.165	5.716	2.92	1.202	1.059	2.349	0.0	1.895	4.439	2.776	2.944	0.0	1.489	14.662	0.0	8.797	2.394	0.0	3.781	3.262	0.0	0.876	2.73	0.0	1.805	4.083	0.0	2.506	4.692	6.213	5.127	4.308	0.0	0.865	5.619	2.579	7.743	6.747	10.603	0.832	2.109	3.698	0.714	7.806	1.616	2.665
cell_0314	cluster_2	1.482	0.964	28.518	20.491	1.532	0.679	3.69	3.85	1.941	0.788	6.734	1.827	0.891	0.931	1.575	3.291	3.435	1.999	2.34	2.46	5.646	1.745	2.925	0.968	1.644	7.652	3.148	3.85	5.81	1.053	0.0	2.36	1.011	3.984	1.303	2.131	1.176	2.313	10.595	3.277	3.488	0.0	4.381	2.927	3.192	4.633	4.967	4.255	3.451	4.438	2.913	3.172	0.498	0.855	8.95	7.491	1.218	1.471	4.954	1.384
cell_0593	cluster_3	3.437	1.61	3.287	7.683	33.517	29.311	12.319	4.616	1.433	4.706	7.361	2.257	0.0	2.332	0.0	0.927	2.693	12.234	3.167	2.882	2.513	0.658	3.335	16.702	1.021	2.085	2.652	6.816	7.628	0.967	2.528	0.931	4.946	3.647	3.084	12.788	2.132	1.632	2.755	2.049	1.911	3.302	12.326	2.973	0.881	2.742	0.543	4.781	6.728	1.471	7.583	2.93	3.017	3.25	6.935	25.421	3.443	7.081	8.492	0.912
cell_0115	cluster_1	13.168	3.316	1.029	0.0	1.253	2.903	1.832	1.141	0.396	2.099	0.303	2.879	2.113	2.175	3.806	1.781	1.96	1.107	0.0	4.277	0.516	3.841	0.0	0.905	1.286	0.687	2.278	0.0	0.449	1.102	0.0	3.369	10.363	1.922	1.299	6.118	1.309	5.109	0.835	0.0	0.0	1.748	1.518	0.786	0.925	0.0	2.438	0.0	0.0	1.588	0.0	2.284	2.478	1.221	2.895	1.174	0.715	0.578	1.097	0.496
cell_0362	cluster_2	0.733	2.506	22.709	14.55	4.076	2.889	0.0	6.729	7.817	2.914	2.088	0.956	4.023	0.0	4.922	6.073	0.0	2.787	1.771	3.251	4.365	1.08	7.627	2.873	4.077	10.237	3.939	1.526	5.317	1.637	1.2	0.0	0.877	4.851	5.884	2.625	8.735	2.375	1.14	1.914	2.382	1.981	3.004	2.801	1.8	1.659	5.274	1.777	5.02	0.0	3.795	4.01	2.814	1.776	3.482	4.866	2.027	6.515	5.724	0.0
cell_0145	cluster_1	19.202	35.931	2.414	1.597	2.171	2.511	0.607	2.095	0.0	1.08	1.195	1.635	0.431	0.809	1.78	0.0	11.155	1.593	0.598	0.0	1.728	1.382	2.086	0.549	3.481	1.007	3.736	3.731	0.0	1.19	3.432	0.937	0.0	2.169	2.279	8.142	0.0	3.113	2.048	1.23	3.209	5.511	0.0	1.347	0.525	1.634	0.0	0.0	0.864	1.372	3.354	6.374	0.87	0.86	0.917	0.0	1.222	0.987	3.267	1.654
cell_0134	cluster_1	0.0	0.0	4.904	6.506	5.579	2.37	2.521	2.0	8.238	4.174	4.686	0.0	3.257	5.865	2.358	1.558	2.685	0.0	5.5	2.043	2.8	1.112	5.849	4.767	0.0	1.695	1.547	0.0	1.196	2.308	0.462	4.941	2.747	1.055	4.548	6.241	4.338	2.05	0.784	1.51	0.859	2.129	5.725	1.971	0.0	0.0	4.301	2.507	0.434	7.854	3.473	2.58	2.393	9.977	1.9	4.746	2.882	1.637	4.438	4.879
cell_0188	cluster_1	55.458	25.618	4.607	6.196	2.894	4.825	15.974	9.881	4.828	3.471	3.326	1.073	7.975	2.005	4.812	0.768	4.71	0.0	6.074	3.547	3.704	1.631	6.06	3.971	4.195	6.448	7.534	5.146	3.548	2.428	16.292	3.091	1.058	4.096	2.069	1.672	3.555	5.069	9.536	4.98	3.593	6.282	2.223	2.447	2.582	0.0	0.0	8.908	2.105	0.0	1.864	10.692	2.573	8.197	0.516	2.926	0.0	10.812	3.911	0.0
cell_0339	cluster_2	9.613	4.547	8.553	27.506	1.668	0.936	1.816	0.896	2.65	11.442	1.905	1.362	2.006	2.865	0.0	1.846	1.093	0.916	3.594	1.559	0.0	1.977	0.0	1.972	1.489	2.355	2.828	1.716	0.0	1.157	0.881	1.297	6.319	0.0	3.745	2.26	0.677	1.035	3.303	2.543	0.995	1.158	1.258	1.243	0.214	0.0	1.327	7.669	39.529	1.131	2.872	2.756	2.479	3.764	4.224	0.0	4.257	3.272	1.898	1.336
cell_0198	cluster_1	43.377	50.586	0.941	3.722	2.292	1.435	4.016	4.507	3.44	0.83	2.588	0.0	3.538	10.548	0.0	5.255	13.554	4.801	4.883	6.485	4.425	13.474	2.794	17.232	1.176	3.823	1.637	6.684	3.444	3.597	1.835	4.784	3.664	0.0	4.823	22.804	4.484	4.255	0.0	3.895	3.758	0.0	0.649	13.322	5.706	2.538	2.059	3.708	3.056	0.0	1.736	16.322	0.0	0.0	0.0	0.0	4.58	4.406	5.534	2.168
cell_0562	cluster_3	2.708	0.0	2.128	6.697	13.971	42.513	7.97	8.048	0.0	4.197	0.0	0.939	0.951	1.602	4.769	2.245	5.272	3.873	2.905	12.454	6.416	5.278	1.774	0.0	2.838	5.038	3.621	0.0	2.024	4.114	4.833	4.084	1.836	3.451	4.352	6.036	10.537	1.845	2.892	3.495	2.258	3.913	0.0	1.145	0.0	3.169	9.35	2.513	4.962	2.176	6.366	4.038	0.0	3.368	4.27	3.194	1.631	8.398	8.864	4.061
cell_0033	cluster_1	10.741	12.37	0.0	4.068	0.524	2.903	3.673	2.521	4.177	2.613	3.194	2.429	1.404	39.9	0.0	1.768	4.7	5.037	4.674	5.274	0.849	4.851	5.097	10.792	5.165	14.413	1.541	2.707	3.057	3.182	2.889	0.988	2.041	4.374	10.266	3.384	0.0	4.732	2.632	2.278	0.812	0.731	1.288	3.205	1.185	0.89	5.303	3.404	4.222	7.154	3.301	6.323	2.296	2.047	3.322	6.652	9.081	2.328	3.047	2.947
cell_0270	cluster_2	1.637	1.527	5.459	0.0	1.109	2.68	2.165	0.0	1.094	3.666	1.38	2.285	2.468	3.376	3.332	1.906	1.311	2.139	4.542	1.439	1.923	1.147	2.733	1.901	1.34	0.0	6.023	0.0	1.901	0.0	6.213	2.264	7.448	1.072	3.372	0.723	0.0	1.881	0.0	1.63	2.435	1.424	3.034	2.175	4.81	2.937	1.205	3.888	3.147	3.842	1.506	5.913	2.574	1.063	7.119	3.725	1.763	4.394	0.0	2.381
cell_0346	cluster_2	0.0	0.0	7.843	31.295	1.426	2.234	8.686	3.33	3.534	4.314	2.96	2.28	0.0	1.49	0.58	2.722	3.323	2.456	1.231	12.935	2.133	0.0	0.947	0.726	1.858	1.428	0.0	0.849	0.592	6.513	1.474	9.664	1.7	2.222	1.725	1.065	2.509	2.227	0.579	3.21	1.131	4.427	1.258	2.124	4.673	1.16	2.971	2.194	1.578	9.05	2.866	0.951	2.473	4.208	2.385	12.616	3.262	0.0	5.772	2.192
cell_0349	cluster_2	1.901	4.48	89.842	0.0	0.0	0.0	7.31	13.64	4.402	6.722	8.145	2.879	8.659	9.699	5.767	5.124	3.225	2.554	0.0	7.827	4.959	2.14	2.234	3.744	9.359	7.716	18.034	6.527	4.414	14.863	6.713	9.249	3.027	9.105	18.044	0.0	5.474	0.0	4.243	3.359	16.479	0.0	3.427	2.97	3.71	4.149	8.702	10.119	3.676	4.401	3.111	8.301	12.745	13.001	3.225	9.442	1.495	18.042	7.049	0.0
cell_0240	cluster_2	1.481	1.638	10.056	7.907	1.914	1.995	4.031	5.849	3.119	5.032	3.047	0.0	0.0	2.401	4.423	7.188	7.218	2.924	12.701	2.698	4.31	5.71	6.233	4.4	0.0	2.105	2.535	5.589	4.923	2.511	1.305	2.15	3.104	5.635	1.723	8.402	10.078	4.078	0.0	1.798	5.002	0.0	1.313	1.777	8.945	3.539	1.96	4.818	10.922	16.949	7.951	6.314	1.844	0.0	3.714	4.878	3.413	0.0	4.423	2.745
cell_0119	cluster_1	16.257	43.095	2.425	6.367	0.0	0.986	6.314	3.864	6.004	3.48	2.442	1.709	1.397	1.417	1.023	2.419	1.499	1.052	1.306	4.51	4.733	2.578	0.852	2.854	2.623	0.0	1.277	0.0	3.423	2.44	3.197	1.645	2.818	0.0	1.52	1.034	2.68	2.831	3.983	1.259	3.21	1.889	11.237	3.247	0.874	11.288	2.302	1.568	1.082	2.207	3.201	2.285	0.94	4.186	2.638	5.456	1.476	0.923	4.659	11.336
cell_0453	cluster_3	0.804	1.193	1.807	4.633	47.041	5.274	12.792	0.0	1.07	4.665	0.0	0.703	3.989	1.51	3.273	8.117	2.241	2.25	1.763	4.101	10.388	0.0	3.435	7.02	2.744	3.721	5.511	2.165	0.0	0.0	3.058	0.0	11.696	2.419	4.394	3.134	9.57	0.636	6.817	6.627	2.41	4.477	1.867	1.206	2.041	5.432	0.0	1.74	3.647	2.872	1.045	6.208	0.0	2.635	0.0	1.66	9.218	3.742	2.671	3.807
cell_0582	cluster_3	2.547	2.547	3.225	0.848	13.976	14.22	3.664	4.572	0.679	0.0	0.0	1.804	2.671	2.597	4.691	4.527	1.858	2.117	3.078	1.261	1.989	0.467	2.305	0.0	4.281	0.0	5.632	0.0	2.825	2.097	4.167	2.019	4.335	11.035	0.0	0.752	12.223	8.877	1.546	9.097	6.942	3.069	1.104	4.069	1.791	2.233	1.402	1.718	0.554	1.515	2.943	1.475	1.177	2.031	2.874	0.622	0.0	3.611	0.0	9.476
cell_0341	cluster_2	2.502	1.778	12.754	4.477	1.741	3.821	0.751	0.0	2.325	4.19	2.672	1.504	2.023	2.885	3.78	1.054	3.632	1.576	3.351	1.184	3.316	2.557	1.488	2.362	0.0	0.423	3.667	1.47	1.049	0.877	5.434	0.966	3.391	1.192	3.714	1.491	0.0	1.095	1.498	1.215	1.207	1.509	0.0	1.548	2.077	3.571	1.15	3.479	1.305	4.125	2.929	2.432	2.249	3.647	0.0	5.0	2.726	1.904	0.0	4.088
cell_0416	cluster_2	4.692	2.155	29.469	13.481	4.923	0.966	5.086	11.635	6.547	21.49	15.341	11.01	1.212	2.065	6.818	0.0	11.744	1.269	0.0	1.389	0.0	4.649	0.0	3.25	4.039	2.162	2.66	7.54	1.27	2.66	6.281	3.619	2.501	3.775	2.0	3.569	2.724	12.043	1.799	1.196	4.771	0.0	2.877	0.0	7.802	2.473	0.0	0.929	1.713	0.0	9.819	4.062	5.244	5.119	0.0	2.802	11.066	4.566	7.211	3.683
cell_0317	cluster_2	4.133	1.387	0.0	44.906	0.972	1.107	2.515	4.152	1.155	9.328	0.878	0.0	1.886	1.156	2.136	3.781	0.0	0.447	5.357	1.024	2.337	3.65	3.406	2.214	0.492	1.376	3.008	3.21	2.347	8.011	4.177	2.657	1.692	3.977	6.975	6.87	1.54	0.972	1.024	0.0	2.135	2.315	3.331	2.698	3.95	2.025	4.116	1.98	2.999	2.027	1.721	3.668	0.852	1.237	1.408	2.454	1.852	2.463	3.468	2.597
cell_0425	cluster_3	5.646	1.06	1.091	1.338	27.837	2.997	0.0	2.101	1.534	3.937	5.523	2.308	0.0	1.252	2.845	0.72	5.56	1.025	0.0	4.501	0.0	5.515	3.747	1.787	3.342	2.998	2.377	0.0	2.835	4.153	0.0	3.515	3.841	3.753	0.0	2.199	3.013	0.478	6.418	3.053	9.252	1.192	3.13	4.957	4.12	1.606	1.964	1.007	1.696	2.384	1.521	1.32	8.553	0.0	5.514	1.533	5.059	0.863	0.835	2.162
cell_0457	cluster_3	6.411	5.427	2.781	3.731	46.156	114.366	7.469	2.112	2.031	3.488	2.739	2.11	0.0	2.21	7.564	0.0	6.998	0.853	5.808	2.734	7.476	3.135	8.675	0.0	2.339	1.16	5.027	31.833	10.146	0.0	0.0	1.288	2.249	2.34	3.826	6.269	8.492	11.285	2.635	1.263	19.706	4.852	0.0	5.964	7.236	4.251	2.062	6.249	10.417	9.745	1.864	3.97	4.354	4.072	2.957	5.773	8.982	1.918	3.794	2.525
cell_0505	cluster_3	2.773	2.649	0.28	2.045	12.981	8.261	6.611	3.581	2.637	1.561	4.316	1.019	0.83	7.85	2.791	0.0	0.0	6.399	2.754	1.602	2.869	3.769	1.189	1.533	0.0	5.538	2.04	6.431	0.0	0.0	2.594	2.382	0.659	0.0	0.969	3.66	6.761	0.99	2.807	1.459	1.763	1.878	1.688	3.971	7.775	2.583	2.847	1.316	1.465	3.856	3.531	2.229	2.198	3.409	1.081	3.96	1.122	3.238	3.472	4.023
cell_0207	cluster_1	26.08	11.781	4.269	5.247	10.211	2.636	1.94	1.736	1.941	2.718	3.04	0.672	1.842	4.993	5.84	3.679	1.032	2.472	2.585	1.943	0.0	6.086	3.188	4.072	4.491	4.01	3.174	7.0	0.869	6.1	4.308	1.036	2.984	2.727	6.464	2.907	1.807	8.227	7.497	6.596	4.028	3.56	7.143	0.0	9.305	1.153	0.0	3.298	0.0	5.413	11.684	2.026	1.832	6.011	1.584	3.484	2.868	1.01	3.24	0.0
cell_0584	cluster_3	4.487	8.62	2.534	1.155	23.288	43.642	4.164	9.8	2.209	0.89	6.429	5.094	9.815	6.943	9.173	6.205	0.0	12.462	0.0	9.651	2.232	2.888	3.711	2.619	7.927	1.183	11.379	4.102	3.896	2.349	5.778	12.521	4.889	5.597	6.524	3.598	6.873	5.647	2.528	8.964	2.233	0.0	9.203	2.411	3.659	13.928	1.768	0.0	10.846	2.958	5.415	0.0	0.0	0.0	0.0	0.0	7.679	4.052	7.765	10.262
cell_0336	cluster_2	0.49	1.871	19.564	14.245	1.632	2.393	3.33	0.0	0.814	1.022	0.685	1.145	1.037	1.143	3.466	1.787	0.509	0.649	1.927	0.0	2.231	0.0	2.591	0.859	1.916	1.643	0.992	1.761	1.097	0.0	1.648	0.819	1.701	1.525	3.771	1.773	1.197	2.112	1.095	3.399	2.402	1.317	1.034	0.735	1.404	1.571	1.195	0.648	1.416	2.915	0.0	2.953	0.924	2.865	1.595	2.357	1.042	0.432	1.877	1.267
cell_0044	cluster_1	8.093	16.446	4.774	1.638	6.723	6.058	9.274	0.0	4.436	4.639	12.349	2.742	4.545	3.309	11.377	17.832	0.0	0.0	1.553	0.0	2.039	12.353	13.16	3.716	2.826	1.554	12.135	2.622	1.809	0.483	2.306	4.983	11.916	4.017	3.362	1.155	2.863	10.192	1.361	2.668	5.927	27.307	11.937	1.962	2.112	4.078	0.0	11.394	0.0	1.438	3.353	0.0	4.893	0.467	6.829	1.326	0.0	1.773	2.748	5.053
cell_0222	cluster_2	5.686	0.683	40.985	35.907	3.081	2.58	0.889	1.896	14.544	2.96	1.773	0.749	5.837	6.3	2.237	6.143	0.0	1.52	1.542	3.763	0.899	2.691	6.782	2.495	11.55	2.032	4.107	1.754	2.181	11.312	1.586	0.913	1.315	1.926	5.317	1.811	3.315	3.569	2.621	4.418	1.817	2.59	2.788	1.819	3.553	1.783	0.0	1.363	2.131	0.86	1.726	1.794	1.475	0.617	4.28	2.929	0.396	1.285	1.652	1.011
cell_0396	cluster_2	10.237	0.969	17.63	29.88	2.812	4.46	3.684	2.334	0.0	2.779	5.22	3.161	2.191	10.908	3.829	3.663	5.432	4.676	7.383	0.943	3.679	1.815	4.472	5.091	0.0	2.852	2.255	1.795	6.524	2.74	3.215	3.19	6.354	6.116	1.906	0.656	5.9	7.426	1.757	10.029	3.65	3.914	1.965	0.0	4.031	2.03	3.86	3.974	3.636	5.782	1.44	3.078	3.717	3.318	6.077	3.273	6.509	5.259	3.03	1.729
cell_0003	cluster_1	12.15	18.41	3.436	1.13	1.382	2.233	1.811	0.0	0.693	4.094	0.0	2.586	0.0	1.687	0.0	0.583	3.856	1.632	2.495	1.926	2.046	0.0	0.72	12.691	1.389	2.861	0.857	0.721	0.521	3.303	1.699	4.323	6.994	1.389	1.235	3.152	2.575	1.878	0.67	1.423	1.899	4.066	5.607	0.889	0.0	0.859	2.474	1.214	1.403	3.275	1.076	1.176	5.686	2.15	1.517	4.553	2.119	4.27	2.867	0.0
cell_0135	cluster_1	30.165	13.884	0.85	6.138	3.844	0.0	1.338	6.871	0.0	5.826	13.463	2.738	1.296	5.972	12.666	3.68	2.369	1.241	4.32	1.062	1.931	1.95	1.112	2.767	2.084	1.488	0.0	1.167	1.294	1.285	3.305	3.611	2.34	0.386	1.12	1.852	5.531	5.498	0.0	1.775	1.823	1.345	1.461	2.165	6.016	12.188	1.434	7.346	7.122	0.0	3.28	2.29	0.0	2.107	0.0	1.272	2.107	0.0	0.0	3.33
cell_0286	cluster_2	5.583	4.521	11.198	17.693	0.826	1.501	0.489	1.984	0.0	2.473	1.889	10.854	0.0	0.0	3.896	5.325	0.919	9.062	4.46	3.759	2.051	3.807	1.905	2.058	0.872	2.563	1.619	1.55	1.975	7.931	1.731	3.108	3.779	1.441	0.548	1.976	0.0	3.668	2.591	2.16	4.107	2.773	2.314	2.456	1.754	3.297	0.427	11.186	11.678	0.0	0.0	1.227	0.0	12.016	3.949	0.0	4.44	0.0	4.913	2.788
cell_0151	cluster_1	13.765	10.964	2.623	3.043	0.0	0.81	1.106	2.698	0.369	0.0	7.7	2.727	1.653	0.0	5.735	2.909	2.791	3.518	0.0	4.172	1.175	2.287	3.64	1.2	1.202	5.79	6.854	0.0	2.444	1.102	5.275	2.11	2.657	5.501	2.534	1.108	4.347	2.651	2.287	0.0	1.29	1.49	1.35	10.732	0.0	1.632	3.2	0.0	4.536	3.862	1.547	4.499	0.0	3.234	0.0	5.469	2.233	1.541	0.0	3.084
cell_0233	cluster_2	2.153	0.848	7.025	28.339	2.675	0.346	4.823	0.574	8.847	1.009	0.972	0.942	2.675	0.0	0.97	2.222	0.0	0.695	1.741	0.938	0.0	0.0	0.729	0.0	0.0	0.0	1.863	0.419	0.322	1.174	0.991	5.517	1.663	7.416	0.971	0.791	1.32	0.0	2.192	0.599	3.242	0.662	1.256	2.59	0.0	2.244	2.143	4.46	3.359	2.062	0.929	0.906	1.198	0.0	2.469	1.271	4.849	7.211	1.284	1.917
cell_0419	cluster_2	4.774	4.998	0.0	18.023	4.935	2.419	1.85	2.545	2.987	0.732	5.066	2.592	6.244	10.305	1.254	7.379	1.335	1.988	2.456	1.645	1.342	1.756	5.802	1.146	3.976	1.521	5.066	1.77	2.96	3.56	4.973	3.643	2.271	11.205	3.133	0.771	1.31	4.41	1.119	3.102	0.0	2.54	1.002	1.979	6.254	6.189	5.098	16.768	11.656	3.942	0.704	3.643	11.613	11.606	0.0	0.879	0.0	3.433	2.496	2.716
cell_0328	cluster_2	2.373	4.164	41.251	32.837	5.584	1.645	4.72	3.206	0.0	0.452	2.122	1.926	4.101	3.077	6.905	4.673	17.885	6.083	3.708	5.355	1.9	3.497	1.369	4.571	6.174	5.952	0.0	0.0	1.887	2.345	1.943	2.892	0.0	3.076	3.283	6.178	11.213	1.6	3.962	0.0	5.842	2.525	2.428	1.737	0.0	1.53	2.481	0.0	7.759	1.339	18.728	7.268	5.575	1.541	1.013	11.062	2.25	2.171	0.0	0.0
cell_0579	cluster_3	1.017	0.0	2.481	0.915	10.465	9.952	8.317	3.735	0.858	1.889	4.964	1.318	1.034	2.619	7.528	4.572	1.854	1.674	2.983	1.344	1.281	1.586	1.545	1.819	1.237	0.56	2.169	1.376	0.559	1.566	2.204	1.593	2.969	0.0	4.096	4.237	1.412	2.005	6.92	2.998	5.665	3.106	4.418	1.472	2.764	0.0	2.911	1.058	6.674	2.182	0.0	3.891	1.654	6.777	3.609	1.265	2.619	2.835	1.324	1.154
cell_0401	cluster_2	2.287	4.871	47.182	85.797	3.055	2.409	2.567	1.124	0.0	5.046	6.497	6.007	6.743	1.544	0.0	2.751	8.75	1.373	2.812	0.0	1.595	0.0	4.113	1.07	0.0	3.768	3.814	11.499	0.0	2.816	1.517	4.961	4.04	2.499	1.505	4.367	1.909	6.053	2.815	1.245	1.342	0.908	1.662	3.313	1.297	8.36	5.85	3.275	0.789	1.783	5.195	1.872	7.07	7.828	2.738	1.766	0.0	1.49	2.171	3.263
cell_0367	cluster_2	5.268	8.129	33.011	25.325	1.693	4.614	10.261	1.279	1.368	1.227	2.275	1.012	3.542	1.062	4.209	1.971	0.0	0.0	1.517	4.359	1.908	5.032	2.175	5.114	5.75	0.571	9.23	3.846	0.0	1.984	1.862	4.84	0.0	2.287	0.876	0.812	4.117	1.385	4.034	4.059	0.0	4.865	2.196	1.832	1.822	0.0	2.036	6.839	1.941	2.07	2.809	2.561	2.51	1.054	1.381	8.455	1.821	2.509	1.795	1.232
cell_0348	cluster_2	2.924	1.58	40.819	94.591	3.409	2.696	3.343	1.004	7.164	2.261	2.362	3.052	3.292	0.0	1.784	2.365	1.579	5.888	1.793	1.96	1.105	6.139	5.948	0.0	0.906	3.226	3.425	2.653	2.276	2.129	1.731	8.53	2.113	3.987	1.649	1.55	1.455	2.69	1.161	2.387	10.366	10.038	4.57	2.655	0.0	2.538	2.509	2.736	1.117	1.15	1.453	0.984	12.402	0.686	14.797	3.654	5.257	1.643	2.528	0.0
cell_0236	cluster_2	1.527	1.734	23.082	28.287	2.208	0.693	3.451	2.383	1.617	2.324	2.6	1.329	2.181	8.031	6.646	4.671	6.653	0.677	2.815	0.0	2.458	8.024	2.023	1.288	1.93	1.629	7.607	0.0	5.187	0.862	5.808	0.82	4.2	0.515	1.248	2.626	2.586	0.0	6.523	1.194	1.874	7.891	4.747	1.462	3.127	0.0	0.0	1.099	0.0	1.438	2.884	2.158	2.479	1.03	1.15	1.297	1.39	2.117	0.0	0.0
cell_0476	cluster_3	2.856	3.73	0.367	4.974	12.751	0.0	5.578	3.392	2.806	2.744	3.25	1.205	2.089	5.485	0.0	5.092	1.693	4.186	1.911	3.227	1.827	5.705	4.958	0.376	5.946	1.857	2.023	1.972	4.865	4.324	2.842	0.0	1.04	1.235	27.044	3.743	3.12	2.44	2.68	0.0	2.482	2.926	4.273	0.912	0.334	2.938	1.324	1.401	0.0	8.99	6.387	2.289	1.47	0.0	3.435	3.715	1.554	1.401	1.932	1.547
cell_0072	cluster_1	4.388	25.242	0.81	1.232	3.629	1.557	1.02	0.933	3.216	1.037	0.0	2.463	4.001	1.338	2.956	5.458	2.904	1.419	0.889	1.311	0.578	1.75	7.293	1.649	0.598	0.932	0.71	1.557	0.0	1.266	1.284	0.0	0.909	1.977	1.0	2.898	1.964	3.484	1.452	0.701	0.0	1.314	6.581	4.087	2.639	2.183	4.69	0.547	5.267	7.781	0.992	2.503	0.884	0.828	0.366	2.008	1.134	0.568	2.367	1.574
cell_0327	cluster_2	1.181	5.269	35.974	30.119	4.254	2.469	2.903	2.982	2.204	1.51	1.127	7.343	2.462	0.445	0.721	1.316	3.423	2.258	5.886	2.697	1.261	1.418	6.16	1.273	1.123	1.352	1.27	0.0	3.376	0.0	2.311	2.281	1.947	3.986	4.189	3.086	3.455	3.043	2.331	2.057	1.94	3.411	2.913	4.818	3.288	1.349	2.718	10.242	1.501	0.964	2.497	0.848	1.648	0.996	1.583	1.783	1.632	0.0	1.815	2.711
cell_0455	cluster_3	0.499	1.561	0.0	0.772	45.652	11.819	8.783	0.829	2.294	3.501	4.299	2.155	0.964	0.0	17.194	6.68	1.324	5.046	1.848	0.876	1.963	1.092	3.533	3.421	1.067	1.039	3.182	2.448	3.228	1.708	2.867	0.0	4.315	0.878	2.915	0.0	0.972	3.612	0.84	17.003	3.355	3.606	4.792	2.568	4.691	3.042	1.552	0.329	0.732	3.903	0.772	1.523	1.301	2.806	1.478	2.504	5.709	7.908	1.615	1.199
cell_0214	cluster_1	17.504	13.842	2.658	2.64	4.785	0.0	3.728	1.419	2.059	1.432	2.78	5.036	0.939	0.575	1.873	1.41	1.529	5.445	1.97	1.835	2.186	1.322	1.323	5.442	0.0	6.477	3.565	0.812	5.752	2.915	1.227	1.836	0.0	4.965	0.816	1.304	5.864	1.981	3.23	3.622	2.812	2.878	4.672	1.349	2.937	1.751	0.192	0.802	1.686	0.0	0.877	3.234	0.944	4.757	0.805	4.517	1.748	3.868	1.778	0.783
cell_0182	cluster_1	13.935	15.177	2.115	0.707	3.821	1.838	1.841	1.166	0.475	0.866	1.382	1.34	0.361	0.879	1.245	0.0	1.247	1.077	2.327	0.618	1.072	1.403	0.937	0.555	0.677	2.252	0.486	2.277	0.0	0.864	1.431	0.0	2.068	1.071	1.405	0.547	0.0	0.972	1.386	1.097	2.09	0.0	0.845	1.307	1.014	1.054	0.834	0.995	1.398	0.613	0.7	1.326	1.833	8.704	1.195	0.0	1.267	1.333	1.183	0.613
